Gene symbol	Gene name	Accession DB	Accession ID
TRBD1	T cell receptor beta diversity 1		28637
TRBD2	T cell receptor beta diversity 2		28636
TRBJ1-1	T cell receptor beta joining 1-1		28635
TRBJ1-2	T cell receptor beta joining 1-2		28634
TRBJ1-3	T cell receptor beta joining 1-3		28633
TRBJ1-4	T cell receptor beta joining 1-4		28632
TRBJ1-5	T cell receptor beta joining 1-5		28631
TRBJ1-6	T cell receptor beta joining 1-6		28630
TRBJ1-7	T cell receptor beta joining 1-7		100125254
TRBJ2-1	T cell receptor beta joining 2-1		28629
TRBJ2-2	T cell receptor beta joining 2-2		28628
TRBJ2-3	T cell receptor beta joining 2-3		28626
TRBJ2-4	T cell receptor beta joining 2-4		28625
TRBJ2-5	T cell receptor beta joining 2-5		28624
TRBJ2-6	T cell receptor beta joining 2-6		28623
TRBJ2-7	T cell receptor beta joining 2-7		28622
TRBV1	T cell receptor beta variable 1 (pseudogene)		28621
TRBV10	T cell receptor beta variable 10		100124670
TRBV11	T cell receptor beta variable 11		100124671
TRBV12-1	T cell receptor beta variable 12-1 (pseudogene)		28579
TRBV12-2	T cell receptor beta variable 12-2 (pseudogene)		28578
TRBV12-3	T cell receptor beta variable 12-3		28577
TRBV13-1	"T cell receptor beta, variable 13-1"		100124673
TRBV13-2	"T cell receptor beta, variable 13-2"		100124675
TRBV13-3	"T cell receptor beta, variable 13-3"		100124677
TRBV14	T cell receptor beta variable 14		28573
TRBV15	T cell receptor beta variable 15		28572
TRBV16	T cell receptor beta variable 16 (gene/pseudogene)		28571
TRBV17	T cell receptor beta variable 17 (non-functional)		28570
TRBV18	T cell receptor beta variable 18		28569
TRBV19	T cell receptor beta variable 19		28568
TRBV2	T cell receptor beta variable 2		28620
TRBV20	"T cell receptor beta, variable 20"		100124685
TRBV21	"T cell receptor beta, variable 21"		100124686
TRBV22	T cell receptor beta variable 22		100124687
TRBV23	"T cell receptor beta, variable V23"		100124688
TRBV24	"T cell receptor beta, variable 24"		100124689
TRBV25	T cell receptor beta variable 25		100124690
TRBV26	T cell receptor beta variable 26 (pseudogene)		28561
TRBV27	T cell receptor beta variable 27		28560
TRBV28	T cell receptor beta variable 28		28559
TRBV29	"T cell receptor beta, variable 29"		100124698
TRBV3	"T cell receptor beta, variable 3"		100039790
TRBV30	T cell receptor beta variable 30 (gene/pseudogene)		28557
TRBV31	"T cell receptor beta, variable 31"		269846
TRBV4	"T cell receptor beta, variable 10"		100124660
TRBV4C1	"T cell receptor beta variable 4, control 1"		116957
TRBV4C2	"T cell receptor beta variable 4, control 2"		116956
TRBV5	"T cell receptor beta, variable 5"		100124661
TRBV6	T cell receptor beta variable 6		100124662
TRBV7	T cell receptor beta variable 7		100124663
TRBV8	T cell receptor beta variable 8		100124664
TRBV9	T cell receptor beta variable 9		28586
TRCG1	taste receptor cell gene 1		541610
TRDC	T cell receptor delta constant		28526
TRDD1	T cell receptor delta diversity 1		28525
TRDD2	T cell receptor delta diversity 2		28524
TRDJ1	T cell receptor delta joining 1		28522
TRDJ2	T cell receptor delta joining 2		28521
TRDMT1	tRNA aspartic acid methyltransferase 1		1787
TRDN	triadin		10345
TRDV1	T cell receptor delta variable 1		28518
TRDV2-1	T cell receptor delta variable 2-1		100101942
TRDV2-2	T cell receptor delta variable 2-2		320913
TRDV3	T cell receptor delta variable 3		28516
TRDV4	T cell receptor delta variable 4		100114901
TRDV5	T cell receptor delta variable 5		626545
TREH	trehalase		11181
TREM1	triggering receptor expressed on myeloid cells 1		54210
TREM2	triggering receptor expressed on myeloid cells 2		54209
TREM3	triggering receptor expressed on myeloid cells 3		58218
TREM4	triggering receptor expressed on myeloid cells 4		170697
TREM5	triggering receptor expressed on myeloid cells 5		170696
TREML1	triggering receptor expressed on myeloid cells like 1		340205
TREML2	triggering receptor expressed on myeloid cells like 2		79865
TREML4	triggering receptor expressed on myeloid cells like 4		285852
TRERF1	transcriptional regulating factor 1		55809
TREX1	three prime repair exonuclease 1		11277
TREX1A	"Tcr1 region expressed 1, D17Leh66a region"		107845
TREX1B	"Tcr1 region expressed 1, D17Leh66b region"		107846
TREX1C	"Tcr1 region expressed 1, D17Leh66c region"		107844
TREX2	three prime repair exonuclease 2		11219
TREX2A	"Tcr1 region expressed 2, D17Leh66a region"		107847
TREX2B	"Tcr1 region expressed 2, D17Leh66b region"		107848
TREX2C	"Tcr1 region expressed 2, D17Leh66c region"		107843
TRF	transferrin		22041
TRG1	glycine transfer RNA 1		104265
TRGC1	T cell receptor gamma constant 1		6966
TRGC2	T cell receptor gamma constant 2		6967
TRGC3	"T cell receptor gamma, constant 3"		107575
TRGC4	"T cell receptor gamma, constant 4"		107576
TRGJ1	T cell receptor gamma joining 1		6968
TRGJ2	T cell receptor gamma joining 2		6969
TRGJ3	T cell receptor gamma joining 3		100126432
TRGJ4	T cell receptor gamma joining 4		100126434
TRGLYD	triglycerides		100035834
TRGV1	T cell receptor gamma variable 1 (non-functional)		6973
TRGV2	T cell receptor gamma variable 2		6974
TRGV3	T cell receptor gamma variable 3		6976
TRGV4	T cell receptor gamma variable 4		6977
TRGV5	T cell receptor gamma variable 5		6978
TRGV6	T cell receptor gamma variable 6 (pseudogene)		6980
TRGV7	T cell receptor gamma variable 7 (pseudogene)		6981
TRH	thyrotropin releasing hormone		7200
TRHDE	thyrotropin releasing hormone degrading enzyme		29953
TRHR	thyrotropin releasing hormone receptor		7201
TRHR2	thyrotropin releasing hormone receptor 2		170732
TRIA1	T cell receptor induced activation 1		112330
TRIA2	T cell receptor induced activation 2		112329
TRIA3	T cell receptor induced activation 3		107683
TRIA4	T cell receptor induced activation 4		112316
TRIA5	T cell receptor induced activation 5		112315
TRIAP1	TP53 regulated inhibitor of apoptosis 1		51499
TRIB1	tribbles pseudokinase 1		10221
TRIB2	tribbles pseudokinase 2		28951
TRIB3	tribbles pseudokinase 3		57761
TRIGLQ1	triglyceride QTL 1		112051
TRIGLQ2	triglyceride QTL 2		112075
TRIGQ1	triglyceride QTL 1		492941
TRIGQ2	triglyceride QTL 2		493096
TRIL	TLR4 interactor with leucine rich repeats		9865
TRIM10	tripartite motif containing 10		10107
TRIM11	tripartite motif containing 11		81559
TRIM12A	tripartite motif-containing 12A		76681
TRIM12C	tripartite motif-containing 12C		319236
TRIM13	tripartite motif containing 13		10206
TRIM14	tripartite motif containing 14		9830
TRIM15	tripartite motif containing 15		89870
TRIM16	tripartite motif containing 16		10626
TRIM17	tripartite motif containing 17		51127
TRIM2	tripartite motif containing 2		23321
TRIM21	tripartite motif containing 21		6737
TRIM23	tripartite motif containing 23		373
TRIM24	tripartite motif containing 24		8805
TRIM25	tripartite motif containing 25		7706
TRIM26	tripartite motif containing 26		7726
TRIM27	tripartite motif containing 27		5987
TRIM28	tripartite motif containing 28		10155
TRIM29	tripartite motif containing 29		23650
TRIM3	tripartite motif containing 3		10612
TRIM30	tripartite motif-containing 30		499223
TRIM30A	tripartite motif-containing 30A		20128
TRIM30B	tripartite motif-containing 30B		244183
TRIM30C	tripartite motif-containing 30C		434219
TRIM30D	tripartite motif-containing 30D		209387
TRIM30E-PS1	"tripartite motif-containing 30E, pseudogene 1"		625321
TRIM31	tripartite motif containing 31		11074
TRIM32	tripartite motif containing 32		22954
TRIM33	tripartite motif containing 33		51592
TRIM34	tripartite motif containing 34		53840
TRIM34A	tripartite motif-containing 34A		94094
TRIM34B	tripartite motif-containing 34B		434218
TRIM35	tripartite motif containing 35		23087
TRIM36	tripartite motif containing 36		55521
TRIM37	tripartite motif containing 37		4591
TRIM38	tripartite motif containing 38		10475
TRIM39	tripartite motif containing 39		56658
TRIM40	tripartite motif containing 40		135644
TRIM41	tripartite motif containing 41		90933
TRIM42	tripartite motif containing 42		287015
TRIM43A	tripartite motif-containing 43A		547109
TRIM43B	tripartite motif containing 43B		653192
TRIM43C	tripartite motif-containing 43C		666731
TRIM44	tripartite motif containing 44		54765
TRIM45	tripartite motif containing 45		80263
TRIM46	tripartite motif containing 46		80128
TRIM47	tripartite motif containing 47		91107
TRIM5	tripartite motif containing 5		85363
TRIM50	tripartite motif containing 50		135892
TRIM52	tripartite motif containing 52		84851
TRIM54	tripartite motif containing 54		57159
TRIM55	tripartite motif containing 55		84675
TRIM56	tripartite motif containing 56		81844
TRIM58	tripartite motif containing 58		25893
TRIM59	tripartite motif containing 59		286827
TRIM6	tripartite motif containing 6		117854
TRIM60	tripartite motif containing 60		166655
TRIM61	tripartite motif containing 61		391712
TRIM62	tripartite motif containing 62		55223
TRIM63	tripartite motif containing 63		84676
TRIM65	tripartite motif containing 65		201292
TRIM66	tripartite motif containing 66		9866
TRIM67	tripartite motif containing 67		440730
TRIM68	tripartite motif containing 68		55128
TRIM69	tripartite motif containing 69		140691
TRIM7	tripartite motif containing 7		81786
TRIM71	tripartite motif containing 71		131405
TRIM72	tripartite motif containing 72		493829
TRIM75	tripartite motif-containing 75		333307
TRIM8	tripartite motif containing 8		81603
TRIM80	tripartite motif-containing 80		432613
TRIM9	tripartite motif containing 9		114088
TRIML1	tripartite motif family like 1		339976
TRIML2	tripartite motif family like 2		205860
TRIO	trio Rho guanine nucleotide exchange factor		7204
TRIOBP	TRIO and F-actin binding protein		11078
TRIP10	thyroid hormone receptor interactor 10		9322
TRIP11	thyroid hormone receptor interactor 11		9321
TRIP12	thyroid hormone receptor interactor 12		9320
TRIP13	thyroid hormone receptor interactor 13		9319
TRIP4	thyroid hormone receptor interactor 4		9325
TRIP6	thyroid hormone receptor interactor 6		7205
TRIQK	triple QxxK/R motif containing		286144
TRIR	telomerase RNA component interacting RNase		79002
TRIT1	tRNA isopentenyltransferase 1		54802
TRM	tremor		22052
TRM1	tRNA methionine initiator 1		170650
TRMO	tRNA methyltransferase O		51531
TRMQ1	T cell ratio modifier QTL 1		100034757
TRMQ2	T cell ratio modifier QTL 2		100036214
TRMQ3	T cell ratio modifier QTL 3		100034902
TRMQ4	T cell ratio modifier QTL 4		100034913
TRMQ5	T cell ratio modifier QTL 5		100036510
TRMQ6	T cell ratio modifier QTL 6		100035562
TRMT1	tRNA methyltransferase 1		55621
TRMT10A	tRNA methyltransferase 10A		93587
TRMT10B	tRNA methyltransferase 10B		158234
TRMT10C	"tRNA methyltransferase 10C, mitochondrial RNase P subunit"		54931
TRMT11	tRNA methyltransferase 11 homolog		60487
TRMT112	tRNA methyltransferase subunit 11-2		51504
TRMT112-PS1	"tRNA methyltransferase 11-2, pseudogene 1"		665860
TRMT112-PS2	"tRNA methyltransferase 11-2, pseudogene 2"		627985
TRMT12	tRNA methyltransferase 12 homolog		55039
TRMT13	tRNA methyltransferase 13 homolog		54482
TRMT1L	tRNA methyltransferase 1 like		81627
TRMT2A	tRNA methyltransferase 2 homolog A		27037
TRMT2B	tRNA methyltransferase 2 homolog B		79979
TRMT44	tRNA methyltransferase 44 homolog		152992
TRMT5	tRNA methyltransferase 5		57570
TRMT6	tRNA methyltransferase 6		51605
TRMT61A	tRNA methyltransferase 61A		115708
TRMT61B	tRNA methyltransferase 61B		55006
TRMT9B	tRNA methyltransferase 9B (putative)		57604
TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase		55687
TRNA	mitochondrially encoded tRNA alanine		4553
TRNAL-AAG	transfer RNA leucine (anticodon AAG)		107984907
TRNAP-UGG	transfer RNA proline (anticodon UGG)		115489406
TRNAT-UGU	transfer RNA threonine (anticodon UGU)		115489405
TRNAU1AP	tRNA selenocysteine 1 associated protein 1		54952
TRNAV-AAC	transfer RNA valine (anticodon AAC)		115489407
TRNAV-CAC	transfer RNA valine (anticodon CAC)		107985608
TRNC	tRNA		4511
TRND	tRNA		4555
TRNE	tRNA		4556
TRNF	tRNA		4558
TRNG	tRNA		4563
TRNH	tRNA		4564
TRNI	tRNA		4565
TRNK	tRNA		4566
TRNL1	tRNA		4567
TRNL2	tRNA		4568
TRNM	tRNA		4569
TRNN	tRNA		4570
TRNP	tRNA		4571
TRNP1	TMF1 regulated nuclear protein 1		388610
TRNQ	tRNA		4572
TRNR	tRNA		4573
TRNS1	tRNA		4574
TRNS2	tRNA		4575
TRNT	tRNA		4576
TRNT1	tRNA nucleotidyl transferase 1		51095
TRNV	tRNA		4577
TRNW	tRNA		4578
TRNY	tRNA		4579
TRO	trophinin		7216
TROAP	trophinin associated protein		10024
TROVE2	TROVE domain family member 2		424358
TRP2	tRNA proline 2		104042
TRP53	transformation related protein 53		22059
TRP53BP1	transformation related protein 53 binding protein 1		27223
TRP53BP2	transformation related protein 53 binding protein 2		209456
TRP53COR1	tumor protein p53 pathway corepressor 1		100504267
TRP53I11	transformation related protein 53 inducible protein 11		277414
TRP53I13	transformation related protein 53 inducible protein 13		216964
TRP53INP1	transformation related protein 53 inducible nuclear protein 1		60599
TRP53INP2	transformation related protein 53 inducible nuclear protein 2		68728
TRP53-PS	"transformation related protein 53, pseudogene"		22060
TRP53RKA	transformation related protein 53 regulating kinase A		381406
TRP53RKB	transformation related protein 53 regulating kinase B		76367
TRP53TG5	transformation related protein 53 target 5		73603
TRP63	transformation related protein 63		22061
TRP73	transformation related protein 73		22062
TRPA1	transient receptor potential cation channel subfamily A member 1		8989
TRPC1	transient receptor potential cation channel subfamily C member 1		7220
TRPC2	transient receptor potential cation channel subfamily C member 2 (pseudogene)		7221
TRPC3	transient receptor potential cation channel subfamily C member 3		7222
TRPC4	transient receptor potential cation channel subfamily C member 4		7223
TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein		26133
TRPC5	transient receptor potential cation channel subfamily C member 5		7224
TRPC5OS	TRPC5 opposite strand		100329135
TRPC6	transient receptor potential cation channel subfamily C member 6		7225
TRPC7	transient receptor potential cation channel subfamily C member 7		57113
TRPD52L3	tumor protein D52-like 3		66745
TRPM1	transient receptor potential cation channel subfamily M member 1		4308
TRPM2	transient receptor potential cation channel subfamily M member 2		7226
TRPM3	transient receptor potential cation channel subfamily M member 3		80036
TRPM4	transient receptor potential cation channel subfamily M member 4		54795
TRPM5	transient receptor potential cation channel subfamily M member 5		29850
TRPM6	transient receptor potential cation channel subfamily M member 6		140803
TRPM7	transient receptor potential cation channel subfamily M member 7		54822
TRPM8	transient receptor potential cation channel subfamily M member 8		79054
TRPS1	transcriptional repressor GATA binding 1		7227
TRPT1	tRNA phosphotransferase 1		83707
TRPV1	transient receptor potential cation channel subfamily V member 1		7442
TRPV2	transient receptor potential cation channel subfamily V member 2		51393
TRPV3	transient receptor potential cation channel subfamily V member 3		162514
TRPV4	transient receptor potential cation channel subfamily V member 4		59341
TRPV5	transient receptor potential cation channel subfamily V member 5		56302
TRPV6	transient receptor potential cation channel subfamily V member 6		55503
TRRAP	transformation/transcription domain associated protein		8295
TRUB1	TruB pseudouridine synthase family member 1		142940
TRUB2	TruB pseudouridine synthase family member 2		26995
TRX	trithorax		41737
TRX1	AGAP009584-PA		1278949
TRX2	AGAP007201-PA		1269929
TRY10	trypsin 10		436522
TRY4	trypsin 4		22074
TRY5	trypsin 5		103964
TS1	Trichinella spiralis resistance 1		110291
TS(1<13>)70H	"trisomy, Chr 1 & 13 Harwell 70"		22078
TS2	Trichinella spiralis resistance 2		110292
TS3	Trichinella spiralis resistance 3		107601
TS4	Trichinella spiralis resistance 4		107602
TSACC	TSSK6 activating cochaperone		128229
TSC1	TSC complex subunit 1		7248
TSC2	TSC complex subunit 2		7249
TSC22	TSC22 protein		778785
TSC22D1	TSC22 domain family member 1		8848
TSC22D2	TSC22 domain family member 2		9819
TSC22D3	TSC22 domain family member 3		1831
TSC22D4	TSC22 domain family member 4		81628
TSE2	transsuppressor of expression 2		57324
TSE3	"tissue specific extinction 3, of albumin"		107742
TSE4	"tissue specific extinction 4, of PEPCK"		107690
TSEN15	tRNA splicing endonuclease subunit 15		116461
TSEN2	tRNA splicing endonuclease subunit 2		80746
TSEN34	tRNA splicing endonuclease subunit 34		79042
TSEN54	tRNA splicing endonuclease subunit 54		283989
TSFM	"Ts translation elongation factor, mitochondrial"		10102
TSG101	tumor susceptibility 101		7251
TSG101-PS	"tumor susceptibility gene 101, pseudogene"		22089
TSGA10	testis specific 10		80705
TSGA10IP	testis specific 10 interacting protein		254187
TSGA13	testis specific 13		114960
TSGA8	testis specific gene A8		100502723
TSHB	thyroid stimulating hormone subunit beta		7252
TSHP1	tooth shape 1		100035527
TSHP10	tooth shape 10		100034772
TSHP11	tooth shape 11		100035528
TSHP12	tooth shape 12		100034773
TSHP13	tooth shape 13		100036199
TSHP14	tooth shape 14		100036182
TSHP15	tooth shape 15		100034774
TSHP16	tooth shape 16		100035529
TSHP17	tooth shape 17		100034775
TSHP18	tooth shape 18		100034776
TSHP2	tooth shape 2		100034770
TSHP3	tooth shape 3		100035723
TSHP4	tooth shape 4		492930
TSHP5	tooth shape 5		492931
TSHP6	tooth shape 6		492932
TSHP7	tooth shape 7		492933
TSHP8	tooth shape 8		492934
TSHP9	tooth shape 9		100034771
TSHR	thyroid stimulating hormone receptor		7253
TSHZ1	teashirt zinc finger homeobox 1		10194
TSHZ2	teashirt zinc finger homeobox 2		128553
TSHZ3	teashirt zinc finger homeobox 3		57616
TSIL	thymus specific insertion locus		110217
TSIQ1	T cell secretion of IL4 QTL 1		100035640
TSIQ2	T cell secretion of IL4 QTL 2		100036322
TSIQ3	T cell secretion of IL4 QTL 3		100035908
TSIX	"TSIX transcript, XIST antisense RNA"		9383
TSKS	testis specific serine kinase substrate		60385
TSKU	"tsukushi, small leucine rich proteoglycan"		25987
TSLP	thymic stromal lymphopoietin		85480
TSLRN1	testis specific long noncoding RNA 1		75545
TSN	translin		7247
TSNAX	translin associated factor X		7257
TSNAXIP1	translin associated factor X interacting protein 1		55815
TSP1	tumor suppressor region 1		108314
TSP2	tumor suppressor region 2		104266
TSP3	tumor suppressor region 3		110014
TSP4	tumor suppressor region 4		109997
TSP5	tumor suppressor region 5		104267
TSP6	tumor suppressor region 6		104294
TSP7	tumor suppressor region 7		104293
TSP8	tumor suppressor region 8		110015
TSP9	tumor suppressor region 9		110050
TSPAN1	tetraspanin 1		10103
TSPAN10	tetraspanin 10		83882
TSPAN11	tetraspanin 11		441631
TSPAN12	tetraspanin 12		23554
TSPAN13	tetraspanin 13		27075
TSPAN14	tetraspanin 14		81619
TSPAN15	tetraspanin 15		23555
TSPAN17	tetraspanin 17		26262
TSPAN18	tetraspanin 18		90139
TSPAN2	tetraspanin 2		10100
TSPAN2OS	"tetraspanin 2, opposite strand"		78491
TSPAN3	tetraspanin 3		10099
TSPAN31	tetraspanin 31		6302
TSPAN32	tetraspanin 32		10077
TSPAN33	tetraspanin 33		340348
TSPAN4	tetraspanin 4		7106
TSPAN5	tetraspanin 5		10098
TSPAN6	tetraspanin 6		7105
TSPAN7	tetraspanin 7		7102
TSPAN8	tetraspanin 8		7103
TSPAN9	tetraspanin 9		10867
TSPEAR	thrombospondin type laminin G domain and EAR repeats		54084
TSPO	translocator protein		706
TSPO2	translocator protein 2		222642
TSPOAP1	TSPO associated protein 1		9256
TSPYL1	TSPY like 1		7259
TSPYL2	TSPY like 2		64061
TSPYL3	TSPY-like 3		241732
TSPYL4	TSPY like 4		23270
TSPYL5	TSPY like 5		85453
TSPYL-PS	"testis-specific protein, Y-encoded-like, pseudogene"		22111
TSPY-PS	"testis specific protein-Y encoded, pseudogene"		22109
TSR1	TSR1 ribosome maturation factor		55720
TSR2	TSR2 ribosome maturation factor		90121
TSR3	TSR3 ribosome maturation factor		115939
TSRI	T cell subset ratio influence		110171
TSSC4	tumor suppressing subtransferable candidate 4		10078
TSSK1	testis-specific serine kinase 1		22114
TSSK2	testis specific serine kinase 2		23617
TSSK3	testis specific serine kinase 3		81629
TSSK4	testis specific serine kinase 4		283629
TSSK5	testis-specific serine kinase 5		73542
TSSK6	testis specific serine kinase 6		83983
TST	thiosulfate sulfurtransferase		7263
TSTA3	tissue specific transplantation antigen P35B		7264
TSTAP198-13	tissue specific transplantation antigen P198-13		110817
TSTAP198-14	tissue specific transplantation antigen P198-14		110818
TSTAP198-15	tissue specific transplantation antigen P198-15		110819
TSTD1	thiosulfate sulfurtransferase like domain containing 1		100131187
TSTD2	thiosulfate sulfurtransferase like domain containing 2		158427
TSTD3	thiosulfate sulfurtransferase like domain containing 3		100130890
TSTI1	tail suspension test immobility 1		100126196
TSTI2	tail suspension test immobility 2		100126193
TSTI3	tail suspension test immobility 3		100126197
TSTI4	tail suspension test immobility 4		100126199
TSU	T-suppressor cell alloantigen		110124
TSV	variable short tail		104154
TSVE1	variable short tail (Tsv) enhancer 1		107542
TSVW1	testis and seminal vesicles weight 1		493019
TSWT	testis weight		493105
TSX	testis specific X-linked gene		22127
TSZ1	thymus size 1		109642
TTBK1	tau tubulin kinase 1		84630
TTBK2	tau tubulin kinase 2		146057
TTC1	tetratricopeptide repeat domain 1		7265
TTC12	tetratricopeptide repeat domain 12		54970
TTC13	tetratricopeptide repeat domain 13		79573
TTC14	tetratricopeptide repeat domain 14		151613
TTC16	tetratricopeptide repeat domain 16		158248
TTC17	tetratricopeptide repeat domain 17		55761
TTC19	tetratricopeptide repeat domain 19		54902
TTC21A	tetratricopeptide repeat domain 21A		199223
TTC21B	tetratricopeptide repeat domain 21B		79809
TTC22	tetratricopeptide repeat domain 22		55001
TTC23	tetratricopeptide repeat domain 23		64927
TTC23L	tetratricopeptide repeat domain 23 like		153657
TTC24	tetratricopeptide repeat domain 24		164118
TTC25	tetratricopeptide repeat domain 25		83538
TTC26	tetratricopeptide repeat domain 26		79989
TTC27	tetratricopeptide repeat domain 27		55622
TTC28	tetratricopeptide repeat domain 28		23331
TTC29	tetratricopeptide repeat domain 29		83894
TTC3	tetratricopeptide repeat domain 3		7267
TTC30A1	tetratricopeptide repeat domain 30A1		78802
TTC30A2	tetratricopeptide repeat domain 30A2		620631
TTC30B	tetratricopeptide repeat domain 30B		150737
TTC32	tetratricopeptide repeat domain 32		130502
TTC33	tetratricopeptide repeat domain 33		23548
TTC34	tetratricopeptide repeat domain 34		100287898
TTC35	tetratricopeptide repeat domain 35		100302468
TTC36	tetratricopeptide repeat domain 36		143941
TTC37	tetratricopeptide repeat domain 37		9652
TTC38	tetratricopeptide repeat domain 38		55020
TTC39A	tetratricopeptide repeat domain 39A		22996
TTC39AOS1	Ttc39a opposite strand RNA 1		102635290
TTC39B	tetratricopeptide repeat domain 39B		158219
TTC39C	tetratricopeptide repeat domain 39C		125488
TTC39D	tetratricopeptide repeat domain 39D		67737
TTC4	tetratricopeptide repeat domain 4		7268
TTC41	tetratricopeptide repeat domain 41		103220
TTC5	tetratricopeptide repeat domain 5		91875
TTC6	tetratricopeptide repeat domain 6		319089
TTC7	tetratricopeptide repeat domain 7		225049
TTC7A	tetratricopeptide repeat domain 7A		57217
TTC7B	tetratricopeptide repeat domain 7B		145567
TTC8	tetratricopeptide repeat domain 8		123016
TTC9	tetratricopeptide repeat domain 9		23508
TTC9B	tetratricopeptide repeat domain 9B		148014
TTC9C	tetratricopeptide repeat domain 9C		283237
TTF1	transcription termination factor 1		7270
TTF2	transcription termination factor 2		8458
TTG(3;10)1TEX	"reciprocal translocation, transgene elicited, Chr 3 and 10, University of Texas 1"		22131
TTG(6;17)1N	"reciprocal translocation, transgene elicited, Chr 6 and 17, NIH 1"		22132
TTHY	thymocyte alloantigen		109873
TTI1	TELO2 interacting protein 1		9675
TTI2	TELO2 interacting protein 2		80185
TTK	TTK protein kinase		7272
TTL	tubulin tyrosine ligase		150465
TTLL1	tubulin tyrosine ligase like 1		25809
TTLL10	tubulin tyrosine ligase like 10		254173
TTLL11	tubulin tyrosine ligase like 11		158135
TTLL12	tubulin tyrosine ligase like 12		23170
TTLL13	"tubulin tyrosine ligase-like family, member 13"		269954
TTLL2	tubulin tyrosine ligase like 2		83887
TTLL3	tubulin tyrosine ligase like 3		26140
TTLL4	tubulin tyrosine ligase like 4		9654
TTLL5	tubulin tyrosine ligase like 5		23093
TTLL6	tubulin tyrosine ligase like 6		284076
TTLL7	tubulin tyrosine ligase like 7		79739
TTLL8	tubulin tyrosine ligase like 8		164714
TTLL9	tubulin tyrosine ligase like 9		164395
TTN	titin		7273
TTPA	alpha tocopherol transfer protein		7274
TTPAL	alpha tocopherol transfer protein like		79183
TTR	transthyretin		7276
TTYH1	tweety family member 1		57348
TTYH2	tweety family member 2		94015
TTYH3	tweety family member 3		80727
TU	toe-ulnar		22140
TUB	TUB bipartite transcription factor		7275
TUBA1A	tubulin alpha 1a		7846
TUBA1B	tubulin alpha 1b		10376
TUBA1C	tubulin alpha 1c		84790
TUBA2	"tubulin, alpha 2"		406303
TUBA3A	"tubulin, alpha 3A"		22144
TUBA3B	"tubulin, alpha 3B"		22147
TUBA3E	tubulin alpha 3e		112714
TUBA4A	tubulin alpha 4a		7277
TUBA8	tubulin alpha 8		51807
TUBAL3	tubulin alpha like 3		79861
TUBA-RS1	"tubulin alpha, related sequence 1"		100416145
TUBB	tubulin beta class I		203068
TUBB1	tubulin beta 1 class VI		81027
TUBB2A	tubulin beta 2A class IIa		7280
TUBB2A-PS1	"tubulin, beta 2a, pseudogene 1"		665524
TUBB2A-PS2	"tubulin, beta 2a, pseudogene 2"		627110
TUBB2B	tubulin beta 2B class IIb		347733
TUBB2C	"tubulin, beta 2C"		100377572
TUBB3	tubulin beta 3 class III		10381
TUBB3-PS1	"tubulin, beta 3 class III, pseudogene 1"		100502903
TUBB4A	tubulin beta 4A class IVa		10382
TUBB4B	tubulin beta 4B class IVb		10383
TUBB4B-PS1	"tubulin, beta 4B class IVB, pseudogene 1"		100042651
TUBB4B-PS2	"tubulin, beta 4B class IVB, pseudogene 2"		665829
TUBB5	"tubulin, beta 5 class I"		22154
TUBB6	tubulin beta 6 class V		84617
TUBB-RS	"tubulin, beta, related sequence"		110070
TUBD1	tubulin delta 1		51174
TUBE1	tubulin epsilon 1		51175
TUBG1	tubulin gamma 1		7283
TUBG2	tubulin gamma 2		27175
TUBGCP2	tubulin gamma complex associated protein 2		10844
TUBGCP3	tubulin gamma complex associated protein 3		10426
TUBGCP4	tubulin gamma complex associated protein 4		27229
TUBGCP5	tubulin gamma complex associated protein 5		114791
TUBGCP6	tubulin gamma complex associated protein 6		85378
TUFM	"Tu translation elongation factor, mitochondrial"		7284
TUFT1	tuftelin 1		7286
TUG1	taurine up-regulated 1		55000
TULP1	TUB like protein 1		7287
TULP2	TUB like protein 2		7288
TULP3	TUB like protein 3		7289
TULP4	TUB like protein 4		56995
TUNAR	TCL1 upstream neural differentiation-associated RNA		100507043
TUSC1	tumor suppressor candidate 1		286319
TUSC2	"tumor suppressor 2, mitochondrial calcium regulator"		11334
TUSC3	tumor suppressor candidate 3		7991
TUSC4	Tumor suppressor candidate 4		100195496
TUSC5	tumor suppressor candidate 5		107054804
TUT1	"terminal uridylyl transferase 1, U6 snRNA-specific"		64852
TUT4	terminal uridylyl transferase 4		23318
TUT7	terminal uridylyl transferase 7		79670
TVP23A	trans-golgi network vesicle protein 23 homolog A		780776
TVP23B	trans-golgi network vesicle protein 23 homolog B		51030
TVP23BOS	"trans-golgi network vesicle protein 23B, opposite strand"		102640449
TWF1	twinfilin actin binding protein 1		5756
TWF2	twinfilin actin binding protein 2		11344
TWIST1	twist family bHLH transcription factor 1		7291
TWIST2	twist family bHLH transcription factor 2		117581
TWISTNB	twist basic helix-loop-helix transcription factor 1 neighbor		28071
TWNK	twinkle mtDNA helicase		56652
TWQ1	testis weight QTL 1		109389
TWSG1	twisted gastrulation BMP signaling modulator 1		57045
T(X;11)38H	"reciprocal translocation, Chr X and 11, Harwell 38"		21293
T(X;12)13RL	"reciprocal translocation, Chr X and 12, Russell 13"		21295
T(X;16)16H	"reciprocal translocation, Chr X and 16, Harwell 16"		21297
T(X;17)15RL	"reciprocal translocation, Chr X and 17, Russell 15"		21299
